,name,total.pop,white,black,hispanic,asian
1409,"mississippi,leflore",32317,24.5,72.8,2.3,0.6
1410,"mississippi,lincoln",34869,68,30.7,0.9,0.3
1411,"mississippi,lowndes",59779,53.3,44.6,1.5,0.7
1412,"mississippi,madison",95203,56,39,2.9,2.1
1413,"mississippi,marion",27088,65.2,33.2,1.2,0.3
1414,"mississippi,marshall",37144,48.9,47.7,3.2,0.2
1415,"mississippi,monroe",36989,67.2,31.7,1,0.2
1416,"mississippi,montgomery",10925,52.8,46,0.9,0.4
1417,"mississippi,neshoba",29676,60,22.4,1.6,0.3
1418,"mississippi,newton",21720,62.6,31.1,1.3,0.2
1419,"mississippi,noxubee",11545,27,72.1,0.8,0.2
1420,"mississippi,oktibbeha",47671,58.4,37.8,1.4,2.4
1421,"mississippi,panola",34707,48.9,49.5,1.4,0.2
1422,"mississippi,pearl river",55834,82.2,14,2.9,0.4
1423,"mississippi,perry",12250,77.7,21,1,0.2
1424,"mississippi,pike",40404,45.9,52.3,1.2,0.6
1425,"mississippi,pontotoc",29957,78.5,15.1,6.2,0.2
1426,"mississippi,prentiss",25276,83.8,14.8,1.2,0.1
1427,"mississippi,quitman",8223,28.8,70.4,0.7,0.1
1428,"mississippi,rankin",141617,76.3,19.9,2.7,1.1
1429,"mississippi,scott",28264,50.8,38.9,10.7,0.2
1430,"mississippi,sharkey",4916,27.8,71.4,0.8,0.2
1431,"mississippi,simpson",27503,62.3,36,1.4,0.3
1432,"mississippi,smith",16491,75.3,23.4,1.2,0.1
1433,"mississippi,stone",17786,77.7,20.2,1.3,0.3
1434,"mississippi,sunflower",29450,25.2,73.4,1.4,0.3
1435,"mississippi,tallahatchie",15378,36.3,57.6,5.6,0.8
1436,"mississippi,tate",28886,66.1,31.5,2.2,0.2
1437,"mississippi,tippah",22232,78.3,17.4,4.4,0.2
1438,"mississippi,tishomingo",19593,93.5,3.5,2.8,0.1
1439,"mississippi,tunica",10778,23.1,74.4,2.3,0.6
1440,"mississippi,union",27134,79.8,15.7,4.5,0.2
1441,"mississippi,walthall",15443,52.7,45.6,1.5,0.2
1442,"mississippi,warren",48773,49.5,47.9,1.8,0.8
1443,"mississippi,washington",51137,26.7,71.9,1,0.6
1444,"mississippi,wayne",20747,59,39.7,1.2,0.2
1445,"mississippi,webster",10253,78.1,20.7,1,0.1
1446,"mississippi,wilkinson",9878,28.5,71.1,0.4,0
1447,"mississippi,winston",19198,51.5,46.5,1,0.2
1448,"mississippi,yalobusha",12678,60,38.8,1.2,0.2
1449,"mississippi,yazoo",28065,37.3,58.6,4.6,0.4
1450,"missouri,adair",25607,92.8,3.3,2,1.8
1451,"missouri,andrew",17291,96.2,1.5,1.7,0.4
1452,"missouri,atchison",5685,97.7,1,1,0.2
1453,"missouri,audrain",25529,88.6,8.2,2.6,0.5
1454,"missouri,barry",35597,88.5,2.2,7.7,1.3
1455,"missouri,barton",12402,94.4,2.8,1.9,0.2
1456,"missouri,bates",17049,95.6,2.3,1.6,0.2
1457,"missouri,benton",19056,96.1,1.6,1.5,0.3
1458,"missouri,bollinger",12363,97.4,1.1,0.8,0.2
1459,"missouri,boone",162642,81,12.1,3,3.8
1460,"missouri,buchanan",89201,86.3,7.7,5.2,0.8
1461,"missouri,butler",42794,90,7.4,1.6,0.7
1462,"missouri,caldwell",9424,95.9,2.1,1.5,0.2
1463,"missouri,callaway",44332,91,6.5,1.6,0.6
1464,"missouri,camden",44002,95.3,1.7,2.3,0.4
1465,"missouri,cape girardeau",75674,87.9,8.9,2,1.2
1466,"missouri,carroll",9295,95.7,2.8,1.3,0.1
1467,"missouri,carter",6265,95.6,1.7,1.7,0.1
1468,"missouri,cass",99478,89.5,5.6,4,0.6
1469,"missouri,cedar",13982,96.1,1.9,1.5,0.3
1470,"missouri,chariton",7831,96.3,2.8,0.5,0.1
1471,"missouri,christian",77422,94.3,2.4,2.5,0.5
1472,"missouri,clark",7139,97.7,1.3,0.6,0.3
1473,"missouri,clay",221939,84.1,7.9,5.9,2.1
1474,"missouri,clinton",20743,94.5,3,1.6,0.3
1475,"missouri,cole",75990,83.2,13.1,2.4,1.3
1476,"missouri,cooper",17601,89.5,8.6,1.3,0.4
1477,"missouri,crawford",24696,96.4,1.4,1.5,0.3
1478,"missouri,dade",7883,94.8,2.6,1.5,0.3
1479,"missouri,dallas",16777,95.6,1.9,1.5,0.2
1480,"missouri,daviess",8433,97.4,1.4,1,0.1
1481,"missouri,de kalb",NA,NA,NA,NA,NA
1482,"missouri,dent",15657,95.9,2,0.9,0.3
1483,"missouri,douglas",13684,96.6,2,0.8,0.2
1484,"missouri,dunklin",31953,82.9,11.3,5.4,0.3
1485,"missouri,franklin",101492,96,2,1.4,0.4
1486,"missouri,gasconade",15222,97.2,1.3,1,0.3
1487,"missouri,gentry",6738,98,1,0.5,0.3
1488,"missouri,greene",275174,89.5,5.5,3,1.6
1489,"missouri,grundy",10261,96,1.6,1.7,0.4
1490,"missouri,harrison",8957,96.7,1.3,1.6,0.2
1491,"missouri,henry",22272,95.3,2.5,1.7,0.2
1492,"missouri,hickory",9627,96.4,1.8,0.9,0.2
1493,"missouri,holt",4912,97.2,0.7,0.8,0.3
1494,"missouri,howard",10144,91.1,7.1,1.2,0.3
1495,"missouri,howell",40400,95.3,2,1.7,0.5
1496,"missouri,iron",10630,95.6,2.8,1.3,0.1
1497,"missouri,jackson",674158,63.3,27,8.4,1.6
1498,"missouri,jasper",117404,86,5.1,6.8,1
1499,"missouri,jefferson",218733,95.4,2.2,1.6,0.6
1500,"missouri,johnson",52595,88.2,6.9,3.1,1.5
1501,"missouri,knox",4131,97.5,1.4,0.8,0.2
1502,"missouri,laclede",35571,94.4,2.6,2,0.4
1503,"missouri,lafayette",33381,92.9,4.2,2.2,0.4
1504,"missouri,lawrence",38634,91,2,6.3,0.4
1505,"missouri,lewis",10211,93.5,4.6,1.6,0.2
1506,"missouri,lincoln",52566,93.9,3.7,2,0.4
1507,"missouri,linn",12761,96.4,1.9,1.5,0.2
1508,"missouri,livingston",15195,94.7,3.6,1.2,0.3
1513,"missouri,mcdonald",23083,81,3.8,11.2,0.8
1509,"missouri,macon",15566,94.7,3.8,1,0.4
1510,"missouri,madison",12226,96.4,1.1,2,0.3
1511,"missouri,maries",9176,97.1,1.4,0.8,0.1
1512,"missouri,marion",28781,91,7,1.4,0.5
1514,"missouri,mercer",3785,97.3,1.1,0.7,0.5
1515,"missouri,miller",24748,96,1.9,1.4,0.3
1516,"missouri,mississippi",14358,73.3,25,1.6,0.2
1517,"missouri,moniteau",15607,90.7,4.9,3.8,0.4
1518,"missouri,monroe",8840,94.3,4.2,1,0.3
1519,"missouri,montgomery",12236,95.1,3.1,1.4,0.3
1520,"missouri,morgan",20565,95.2,2.4,1.8,0.4
1521,"missouri,new madrid",18956,81.1,17.3,1.1,0.4
1522,"missouri,newton",58114,87.7,3.8,4.4,1.3
1523,"missouri,nodaway",23370,93.6,3.4,1.3,1.6
1524,"missouri,oregon",10881,95.6,1.8,1.2,0.3
1525,"missouri,osage",13878,98.4,0.7,0.6,0.1
1526,"missouri,ozark",9723,96.5,1.5,1.3,0.1
1527,"missouri,pemiscot",18296,69.6,28.3,1.9,0.2
1528,"missouri,perry",18971,96.5,1.3,1.7,0.4
1529,"missouri,pettis",42201,87,5.2,7.2,0.6
1530,"missouri,phelps",45156,90.3,4.4,2,2.9
1531,"missouri,pike",18516,89.2,8.6,1.8,0.2
1532,"missouri,platte",89322,84.1,8.4,5,2.3
1533,"missouri,polk",31137,95,2.3,2,0.3
1534,"missouri,pulaski",52274,72.4,16.3,9,2.6
1535,"missouri,putnam",4979,97.7,1,0.7,0.5
1536,"missouri,ralls",10167,96.7,2,1,0.2
1537,"missouri,randolph",25414,90,8,1.6,0.4
1538,"missouri,ray",23494,95.1,2.6,1.8,0.3
1539,"missouri,reynolds",6696,96.1,2.2,1,0.2
1540,"missouri,ripley",14100,96.2,1.8,1,0.3
1547,"missouri,st charles",360485,89.1,5.9,2.8,2.2
1548,"missouri,st clair",9805,95.5,2.3,1.7,0.1
1549,"missouri,st francois",65359,92.8,5.4,1.2,0.4
1550,"missouri,st louis",1318248,62.43296967,31.59436707,2.742210874,3.354673476
1551,"missouri,st louis city",NA,NA,NA,NA,NA
1552,"missouri,ste genevieve",18145,97,1.6,0.8,0.3
1541,"missouri,saline",23370,83.2,7.7,8.2,0.5
1542,"missouri,schuyler",4431,98.2,0.8,0.7,0.2
1543,"missouri,scotland",4843,98.3,0.5,0.7,0.2
1544,"missouri,scott",39191,84.9,13,1.8,0.3
1545,"missouri,shannon",8441,94.9,2.5,1.6,0.2
1546,"missouri,shelby",6373,97.3,1.2,1.1,0.2
1553,"missouri,stoddard",29968,96.5,1.9,1.2,0.2
1554,"missouri,stone",32202,96.1,1.5,1.7,0.3
1555,"missouri,sullivan",6714,79.7,1.7,18.6,0.1
1556,"missouri,taney",51675,91.1,3.1,4.8,0.7
1557,"missouri,texas",26008,92.3,5.2,1.6,0.3
1558,"missouri,vernon",21159,95.5,1.9,1.6,0.5
1559,"missouri,warren",32513,92.9,3.7,2.9,0.4
1560,"missouri,washington",25195,95.1,3.4,1,0.2
1561,"missouri,wayne",13521,96.5,1.9,1,0.2
1562,"missouri,webster",36202,95.2,2.4,1.7,0.2
1563,"missouri,worth",2171,97.4,1.2,1.1,0.3
1564,"missouri,wright",18815,96.3,1.7,1.3,0.3
1565,"montana,beaverhead",9246,92.7,1.9,3.7,0.4
1566,"montana,big horn",12865,30.4,2.9,4,0.5
1567,"montana,blaine",6491,47.9,2.1,1.8,0.1
1568,"montana,broadwater",5612,94.6,1.8,2.2,0.2
1569,"montana,carbon",10078,95.9,1.3,1.9,0.2
1570,"montana,carter",1160,97.6,0.9,0.7,0.1
1571,"montana,cascade",81327,87.4,4.9,3.3,0.8
1572,"montana,chouteau",5813,75.5,1.6,1.6,0.4
1573,"montana,custer",11699,94.1,1.9,2.2,0.3
1574,"montana,daniels",1751,94.4,1.8,1.5,0.2
1575,"montana,dawson",8966,94.5,1.9,2,0.3
1576,"montana,deer lodge",9298,91.6,2.9,2.9,0.3
1577,"montana,fallon",2890,96.6,1.4,1.2,0.6
1578,"montana,fergus",11586,95.7,1.7,1.5,0.2
1579,"montana,flathead",90928,94,2.3,2.3,0.6
1580,"montana,gallatin",89513,93.3,2.2,2.8,1.1
1581,"montana,garfield",1206,98.4,0.7,0.2,0.1
1582,"montana,glacier",13399,30.7,2.9,1.8,0.2
1583,"montana,golden valley",884,93,2.1,3.5,0.7
1584,"montana,granite",3079,96.4,1.8,1.4,0.1
1585,"montana,hill",16096,72.9,3.6,2.3,0.4
1586,"montana,jefferson",11406,94,2.4,2,0.4
1587,"montana,judith basin",2072,97.2,0.7,1.2,0.1
1588,"montana,lake",28746,68.1,7.6,3.5,0.4
1589,"montana,lewis and clark",63395,92.4,2.8,2.5,0.6
1590,"montana,liberty",2339,98,1.2,0.3,0.1
1591,"montana,lincoln",19687,94.2,2.5,2.3,0.3
1593,"montana,mccone",1734,97.4,1.4,0.7,0.1
1592,"montana,madison",7691,95.4,1.5,2.4,0.3
1594,"montana,meagher",1891,96.6,1.4,1.5,0.3
1595,"montana,mineral",4223,93.6,2.7,1.9,0.7
1596,"montana,missoula",109299,91,3,2.6,1.1
1597,"montana,musselshell",4538,94.3,2.1,2.6,0.2
1598,"montana,park",15636,95.2,1.8,2.1,0.3
1599,"montana,petroleum",494,98.4,1.2,1,0
1600,"montana,phillips",4253,86.2,4,1.9,0.2
1601,"montana,pondera",6153,82.2,2.5,1.4,0.2
1602,"montana,powder river",1743,94.4,2.1,1.4,0.2
1603,"montana,powell",7027,91.4,2.2,1.7,0.5
1604,"montana,prairie",1179,95.4,2.8,1.4,0.5
1605,"montana,ravalli",40212,93.9,2.1,3,0.5
1606,"montana,richland",9746,93.3,2.2,3,0.2
1607,"montana,roosevelt",10425,35.6,3.1,1.3,0.4
1608,"montana,rosebud",9233,60.2,3,3.4,0.5
1609,"montana,sanders",11413,90.4,3.3,2,0.3
1610,"montana,sheridan",3384,94.6,2.2,1.5,0.4
1611,"montana,silver bow",34200,92.1,2.4,3.7,0.5
1612,"montana,stillwater",9117,95.3,1.7,2.3,0.3
1613,"montana,sweet grass",3651,95.6,1.6,1.4,0.7
1614,"montana,teton",6073,95.4,1.9,1.3,0.1
1615,"montana,toole",5324,90.4,2.5,2.4,0.4
1616,"montana,treasure",718,92.8,2.9,3.5,0.4
1617,"montana,valley",7369,86.4,2.3,1.2,0.5
1618,"montana,wheatland",2168,95.2,2.7,1.5,0.6
1619,"montana,wibaux",1017,97.1,1.2,1.3,0.5
1620,"montana,yellowstone",147972,88.2,3.4,4.7,0.6
1621,"montana,yellowstone national",NA,NA,NA,NA,NA
1622,"nebraska,adams",31364,88.5,2.1,8.1,1.4
1623,"nebraska,antelope",6685,96,0.9,2.7,0.3
1624,"nebraska,arthur",460,94.6,0.9,4.1,0.2
1625,"nebraska,banner",690,95.1,0.7,3.8,0
1626,"nebraska,blaine",478,99.2,0.8,0,0
1627,"nebraska,boone",5505,97.8,0.7,1.2,0.2
1628,"nebraska,box butte",11308,84.6,3,10.2,0.3
1629,"nebraska,boyd",2099,96.4,1,1.6,0.8
1630,"nebraska,brown",3145,97.7,0.9,0.9,0.2
1631,"nebraska,buffalo",46102,89.2,2.2,7.4,1.3
1632,"nebraska,burt",6858,95.1,1.6,1.8,0.2
1633,"nebraska,butler",8395,96.4,1,2.3,0.3
1634,"nebraska,cass",25241,95.4,1.8,2.4,0.3
1635,"nebraska,cedar",8852,97.8,0.8,1.3,0.1
1636,"nebraska,chase",3966,88,1.3,11.1,0.1
1637,"nebraska,cherry",5713,90,2.7,1.7,0.4
1638,"nebraska,cheyenne",9998,90.8,1.5,6.1,1.6
1639,"nebraska,clay",6542,90.8,1.8,7.7,0.2
1640,"nebraska,colfax",10515,57.4,2.9,41,0.3
1641,"nebraska,cuming",9139,90.5,1.3,8.3,0.2
1642,"nebraska,custer",10939,96.5,1.2,2,0.1
1643,"nebraska,dakota",21006,55.2,5.4,35.3,3
1644,"nebraska,dawes",9182,87.8,4,3.3,1
1645,"nebraska,dawson",24326,63.6,5.2,31.8,0.6
1646,"nebraska,deuel",1941,94.7,1.2,3.9,0.3
1647,"nebraska,dixon",6000,88.2,1.3,10.4,0.2
1648,"nebraska,dodge",36691,87.5,2,10.1,0.5
1649,"nebraska,douglas",517110,71.9,14.4,11.2,2.7
1650,"nebraska,dundy",2008,92.2,1.6,5.8,0.1
1651,"nebraska,fillmore",5890,95.4,1.4,3,0.2
1652,"nebraska,franklin",3225,97.5,1.1,1,0.1
1653,"nebraska,frontier",2756,97.5,0.8,1.3,0.1
1654,"nebraska,furnas",4959,95.7,1.3,2.7,0.2
1655,"nebraska,gage",22311,96.1,1.7,1.7,0.4
1656,"nebraska,garden",2057,94.4,1.6,3.9,0
1657,"nebraska,garfield",2049,98.7,0.4,0.7,0.1
1658,"nebraska,gosper",2044,95.6,1.7,2.4,0.2
1659,"nebraska,grant",614,97.7,0.8,1.1,0.2
1660,"nebraska,greeley",2538,96.6,1.1,2,0.1
1661,"nebraska,hall",58607,72.6,3.8,23.3,1
1662,"nebraska,hamilton",9124,96.9,0.9,2,0.2
1663,"nebraska,harlan",3423,97.7,0.5,1.3,0.2
1664,"nebraska,hayes",967,96,0.1,3.4,0.3
1665,"nebraska,hitchcock",2908,97,1.1,1.4,0.1
1666,"nebraska,holt",10435,96,0.6,2.9,0.2
1667,"nebraska,hooker",736,98,0.5,1.1,0
1668,"nebraska,howard",6274,96.7,1.4,1.7,0.2
1669,"nebraska,jefferson",7547,95.7,1.5,2.7,0.2
1670,"nebraska,johnson",5217,83.5,5.8,8.3,1.4
1671,"nebraska,kearney",6489,95,1.4,3.8,0.2
1672,"nebraska,keith",8368,92.4,1.8,5.7,0.4
1673,"nebraska,keya paha",824,98.9,0.4,0.5,0.1
1674,"nebraska,kimball",3821,90.6,2,6.4,0.7
1675,"nebraska,knox",8701,88.4,1.4,1.8,0.2
1676,"nebraska,lancaster",285407,84.3,6.2,5.8,3.5
1677,"nebraska,lincoln",36288,90.2,2.2,7.2,0.5
1678,"nebraska,logan",763,96.9,0.4,1.7,0.1
1679,"nebraska,loup",632,97.6,0.3,2.1,0
1681,"nebraska,mcpherson",539,98,1.9,0.4,0
1680,"nebraska,madison",34876,83.3,3,12.9,0.5
1682,"nebraska,merrick",7845,94.4,1.2,3.5,0.8
1683,"nebraska,morrill",5042,84.4,1.8,13.6,0.4
1684,"nebraska,nance",3735,97.1,1.2,1.7,0.1
1685,"nebraska,nemaha",7248,95.7,1.8,1.8,0.4
1686,"nebraska,nuckolls",4500,96.3,1.5,2.2,0.2
1687,"nebraska,otoe",15740,92.1,1.6,5.7,0.4
1688,"nebraska,pawnee",2773,96.8,1.6,1.3,0.3
1689,"nebraska,perkins",2970,95.9,0.7,3.2,0.2
1690,"nebraska,phelps",9188,94.6,1.1,4.1,0.2
1691,"nebraska,pierce",7266,97.7,0.7,1.3,0.2
1692,"nebraska,platte",32237,84.3,1.9,13.8,0.5
1693,"nebraska,polk",5406,95.9,1.1,2.9,0.1
1694,"nebraska,red willow",11055,93.6,1.8,4.2,0.3
1695,"nebraska,richardson",8363,93.6,2,1.3,0.3
1696,"nebraska,rock",1526,98.4,0.5,0.1,0.2
1697,"nebraska,saline",14200,76.2,2.5,20.2,1.6
1698,"nebraska,sarpy",158840,83.8,7.1,7.3,2.1
1699,"nebraska,saunders",20780,96.2,1.4,2,0.4
1700,"nebraska,scotts bluff",36970,75.6,2.5,21.1,0.6
1701,"nebraska,seward",16750,96.4,1.4,1.6,0.4
1702,"nebraska,sheridan",5469,83.4,3.2,3.1,0.3
1703,"nebraska,sherman",3152,98.2,0.5,1,0.3
1704,"nebraska,sioux",1311,94.6,1.2,4,0.1
1705,"nebraska,stanton",6129,93.5,1.8,4.6,0.1
1706,"nebraska,thayer",5228,97.1,1.1,1.5,0.3
1707,"nebraska,thomas",647,97.2,1.2,1.9,0.3
1708,"nebraska,thurston",6940,39.5,2.2,2.7,0.1
1709,"nebraska,valley",4260,96.9,0.9,1.9,0.3
1710,"nebraska,washington",20234,95.9,1.6,2.1,0.3
1711,"nebraska,wayne",9595,92.7,2.5,4.2,0.5
1712,"nebraska,webster",3812,94.1,2,3.5,0.3
1713,"nebraska,wheeler",818,98,0.9,0.7,0.5
1714,"nebraska,york",13665,93.1,2.2,4.1,0.4
1715,"nevada,carson city",55274,70.7,4.8,21.3,2.1
1716,"nevada,churchill",24877,76.5,5.8,12.1,2.7
1717,"nevada,clark",1951269,48,15.6,29.1,8.7
1718,"nevada,douglas",46997,83.2,3.6,10.9,1.5
1719,"nevada,elko",48818,69.1,3.9,22.9,0.9
1720,"nevada,esmeralda",783,77.3,4.3,15.3,0.4
1721,"nevada,eureka",1987,83.6,2.3,12,0.9
1722,"nevada,humboldt",16528,68.9,3.3,24.4,0.7
1723,"nevada,lander",5775,73.7,2.8,21.1,0.4
1724,"nevada,lincoln",5345,87.9,4.5,6.2,0.7
1725,"nevada,lyon",51980,78.2,4.5,14.8,1.4
1726,"nevada,mineral",4772,68.5,8.5,9.1,1.1
1727,"nevada,nye",43946,78.9,5.5,13.6,1.3
1728,"nevada,pershing",6753,68.2,6.8,22.3,1.3
1729,"nevada,storey",4010,88.1,3.2,5.7,1.6
1730,"nevada,washoe",421407,66,6.1,22.2,5.2
1731,"nevada,white pine",10030,76.3,6.5,13.2,1
1732,"new hampshire,belknap",60088,95.8,1.8,1.2,1.2
1733,"new hampshire,carroll",47818,96.8,1.4,1,0.6
1734,"new hampshire,cheshire",77117,95.4,1.9,1.4,1.2
1735,"new hampshire,coos",33055,96.2,1.9,1.2,0.5
1736,"new hampshire,grafton",89118,92.3,2.7,1.8,3
1737,"new hampshire,hillsborough",400721,87.6,4.1,5.3,3.2
1738,"new hampshire,merrimack",146445,94.3,2.5,1.6,1.6
1739,"new hampshire,rockingham",295223,94.2,2,2.1,1.7
1740,"new hampshire,strafford",123143,92.7,2.9,1.8,2.6
1741,"new hampshire,sullivan",43742,96.2,1.8,1.1,0.6
1742,"new jersey,atlantic",274549,58.6,19.3,16.8,7.5
1743,"new jersey,bergen",905116,62.5,8.3,16.1,14.5
1744,"new jersey,burlington",448734,70.6,19.5,6.4,4.3
1745,"new jersey,camden",513657,60.3,22.2,14.2,5.1
1746,"new jersey,cape may",97265,86.9,6.6,6.2,0.9
1747,"new jersey,cumberland",156898,50.3,23.8,27.1,1.2
1748,"new jersey,essex",783969,33.2,44,20.3,4.6
1749,"new jersey,gloucester",288288,81.1,12.2,4.8,2.6
1750,"new jersey,hudson",634266,30.8,17.6,42.2,13.4
1751,"new jersey,hunterdon",128349,87.7,4,5.2,3.3
1752,"new jersey,mercer",366513,54.5,23,15.1,8.9
1753,"new jersey,middlesex",809858,49.2,12.6,18.4,21.4
1754,"new jersey,monmouth",630380,76.7,9.3,9.7,5
1755,"new jersey,morris",492276,75.1,5.2,11.5,9
1756,"new jersey,ocean",576567,85.9,4.6,8.3,1.7
1757,"new jersey,passaic",501226,45.3,16.5,37,5
1758,"new jersey,salem",66083,76.8,16.3,6.8,0.8
1759,"new jersey,somerset",323444,62.4,11.5,13,14.1
1760,"new jersey,sussex",149265,88.8,3.4,6.4,1.8
1761,"new jersey,union",536499,45.4,25.1,27.3,4.6
1762,"new jersey,warren",108692,85.7,5.3,7,2.5
1763,"new mexico,bernalillo",662564,41.5,7.4,47.9,2.3
1764,"new mexico,catron",3725,76,3.6,19,0.2
1765,"new mexico,chaves",65645,43.9,5.3,52,0.6
1767,"new mexico,colfax",13750,49.9,4.1,47.2,0.4
1768,"new mexico,curry",48376,50.7,10.5,39.5,1.3
1769,"new mexico,de baca",2022,59.3,4.1,38.5,0
1770,"new mexico,dona ana",209233,30.1,4.8,65.7,1.1
1771,"new mexico,eddy",53829,52.2,4.4,44.1,0.7
1772,"new mexico,grant",29514,48.6,3.6,48.3,0.4
1773,"new mexico,guadalupe",4687,16.1,5,79.6,1.3
1774,"new mexico,harding",695,56.3,1.7,43,0
1775,"new mexico,hidalgo",4894,41.4,2.3,56.6,0.5
1776,"new mexico,lea",64727,43,6.6,51.1,0.5
1777,"new mexico,lincoln",20497,66.4,2.9,29.8,0.4
1778,"new mexico,los alamos",17950,76.3,3.2,14.7,6
1779,"new mexico,luna",25095,35.9,3.8,61.5,0.5
1780,"new mexico,mckinley",71492,10.3,3.6,13.3,0.8
1781,"new mexico,mora",4881,17.9,3.9,81,0.3
1782,"new mexico,otero",63797,52.8,7.7,34.5,1.2
1783,"new mexico,quay",9041,53.6,4.5,42.4,1
1784,"new mexico,rio arriba",40246,12.8,3.9,71.3,0.4
1785,"new mexico,roosevelt",19846,55.5,5,39.9,0.9
1788,"new mexico,sandoval",131561,47.5,6,35.1,1.5
1786,"new mexico,san juan",130044,42.5,4.1,19.1,0.4
1787,"new mexico,san miguel",29393,19.7,5.3,76.8,0.8
1789,"new mexico,santa fe",144170,43.9,4.4,50.6,1.2
1790,"new mexico,sierra",11988,68.4,3.7,28,0.4
1791,"new mexico,socorro",17866,37.6,3.9,48.5,1.2
1792,"new mexico,taos",32937,36.3,5.3,55.8,0.7
1793,"new mexico,torrance",16383,56,5.7,39.1,0.4
1794,"new mexico,union",4549,56,4.1,39.7,0.5
1766,"new mexico,cibola",27213,21.5,4.1,36.5,0.5
1796,"new york,albany",304204,76,15.2,4.9,4.8
1797,"new york,allegany",48946,95.4,2.2,1.4,0.9
1798,"new york,bronx",1385108,10.9,41.8,53.5,3.6
1799,"new york,broome",200600,86.3,7.3,3.4,3.5
1800,"new york,cattaraugus",80317,91.9,3,1.7,0.7
1801,"new york,cayuga",80026,91.3,5.8,2.4,0.5
1802,"new york,chautauqua",134905,89.3,4.4,6.1,0.5
1803,"new york,chemung",88830,87.4,9.2,2.5,1.2
1804,"new york,chenango",50477,95.6,2,1.8,0.4
1805,"new york,clinton",82128,91.1,5.3,2.5,1.1
1806,"new york,columbia",63096,88.2,6.6,3.9,1.6
1807,"new york,cortland",49336,93.7,3.3,2.2,0.8
1808,"new york,delaware",47980,93.2,2.9,3.3,0.8
1809,"new york,dutchess",297488,74.6,12.5,10.5,3.5
1810,"new york,erie",919040,77.7,15.3,4.5,2.6
1811,"new york,essex",39370,92.9,3.9,2.5,0.7
1812,"new york,franklin",51599,82.6,7.3,2.9,0.4
1813,"new york,fulton",55531,93.8,3.3,2.3,0.6
1814,"new york,genesee",60079,91.5,4.5,2.7,0.6
1815,"new york,greene",49221,87.1,7.5,4.9,0.8
1816,"new york,hamilton",4836,96.4,1.8,1.1,0.5
1817,"new york,herkimer",64519,95.6,2.3,1.6,0.5
1818,"new york,jefferson",116229,85.8,7.8,5.3,1.3
1819,"new york,kings",2504700,35.7,37.4,19.8,10.5
1820,"new york,lewis",27087,96.8,1.6,1.3,0.3
1821,"new york,livingston",65393,92.2,3.9,2.8,1.2
1822,"new york,madison",73442,93.8,3.1,1.8,0.8
1823,"new york,monroe",744344,72.8,17.8,7.3,3.3
1824,"new york,montgomery",50219,85.1,3.8,11.3,0.7
1825,"new york,nassau",1339532,65.5,13.5,14.6,7.6
1826,"new york,new york",1585873,48,19.5,25.4,11.3
1827,"new york,niagara",216469,87.3,9,2.2,0.8
1828,"new york,oneida",234878,84.8,8.3,4.6,2.8
1829,"new york,onondaga",467026,79.2,13.8,4,3.1
1830,"new york,ontario",107931,91.8,3.9,3.4,1
1831,"new york,orange",372813,68.2,13.3,18,2.4
1832,"new york,orleans",42883,87.8,7.8,4.1,0.4
1833,"new york,oswego",122109,95.1,2.1,2.1,0.6
1834,"new york,otsego",62259,92.7,3.4,3.1,1.1
1835,"new york,putnam",99710,82.9,4.3,11.7,1.9
1836,"new york,queens",2230722,27.6,23.7,27.5,22.9
1837,"new york,rensselaer",159429,85.7,8.9,3.8,2.2
1838,"new york,richmond",468730,64,13.2,17.3,7.5
1839,"new york,rockland",311687,65.3,14.4,15.7,6.2
1845,"new york,st lawrence",111944,92.9,3.5,1.9,1
1840,"new york,saratoga",219607,92.7,3.1,2.4,1.8
1841,"new york,schenectady",154727,77.2,13.3,5.7,3.2
1842,"new york,schoharie",32749,93.9,2.7,2.8,0.7
1843,"new york,schuyler",18343,96.2,2.2,1.3,0.3
1844,"new york,seneca",35251,90.8,5.9,2.7,0.7
1846,"new york,steuben",98990,94.4,3,1.4,1.2
1847,"new york,suffolk",1493350,71.6,9.9,16.5,3.4
1848,"new york,sullivan",77547,74.5,12,13.6,1.4
1849,"new york,tioga",51125,96,1.9,1.4,0.7
1850,"new york,tompkins",101564,80.2,7.2,4.2,8.6
1851,"new york,ulster",182493,81.7,8.8,8.7,1.7
1852,"new york,warren",65707,95.2,2.3,1.8,0.7
1853,"new york,washington",63216,93.3,4.1,2.3,0.4
1854,"new york,wayne",93772,91,5,3.7,0.5
1855,"new york,westchester",949113,57.4,17.7,21.8,5.4
1856,"new york,wyoming",42155,90.2,6.5,3,0.4
1857,"new york,yates",25348,96.1,1.9,1.7,0.4
1858,"north carolina,alamance",151131,67.3,20.8,11,1.2
1859,"north carolina,alexander",37198,87.8,6.9,4.3,1
1860,"north carolina,alleghany",11155,88.4,2.4,9,0.5
1861,"north carolina,anson",26948,45.8,49.8,3,1.1
1862,"north carolina,ashe",27281,93.2,1.6,4.8,0.4
1863,"north carolina,avery",17797,90.1,4.8,4.5,0.3
1864,"north carolina,beaufort",47759,66.4,26.9,6.6,0.3
1865,"north carolina,bertie",21282,34.7,63.4,1.3,0.5
1866,"north carolina,bladen",35190,54.7,36.3,7.1,0.2
1867,"north carolina,brunswick",107431,80.8,13.2,5.2,0.5
